Date,Country,City,Temperature (C),Humidity (%),Precipitation (mm)
2022-01-08,China,Beijing,9.855663224591908,52.95581189911412,17.062572934562297
2022-01-08,China,Shanghai,-8.009083889895042,36.620240919742756,6.40632252364405
2022-01-08,China,Guangzhou,-2.7720661679513974,76.15570539870032,10.051789175025302
2022-01-08,China,Shenzhen,-2.0806748507017847,40.38338331840646,9.12519673024674
2022-01-08,China,Chengdu,4.028444693232199,61.99630485786898,3.278838464551983
2022-01-09,Brazil,São Paulo,25.63995912688016,85.43398843111335,2.5983770564641007
2022-01-09,Brazil,Rio de Janeiro,20.31086141258714,41.17205842739661,17.630677143721925
2022-01-09,Brazil,Brasília,22.139433173403674,69.01436960241159,16.456518285242694
2022-01-09,Brazil,Salvador,23.781359350706914,47.17073023827068,4.634564214872327
2022-01-09,Brazil,Fortaleza,26.140941670849386,78.24685737940646,10.280338532655271
2022-01-09,USA,New York,1.989424636541516,41.67801777062888,13.872575316638097
2022-01-09,USA,Los Angeles,1.3533041735633198,83.57631404233479,6.448029654403773
2022-01-09,USA,Chicago,1.853715397261607,81.09003041802308,13.861624166380821
2022-01-09,USA,Houston,-2.501088015790848,85.81564021028643,15.616387611773938
2022-01-09,USA,Phoenix,8.140379904053711,69.63573578163783,19.655835612448765
2022-01-09,China,Beijing,3.19436027672298,61.56560119557404,7.1029638749763
2022-01-09,China,Shanghai,3.675156809544939,59.91461186747965,6.155889841478322
2022-01-09,China,Guangzhou,7.586832075442842,85.56784742805361,18.198945756483916
2022-01-09,China,Shenzhen,-5.644202343704709,64.40534933295704,19.181736198539262
2022-01-09,China,Chengdu,-0.25569263687959065,69.36154958235126,13.584066159592211
2022-01-10,Brazil,São Paulo,27.510719017728327,69.00138279998981,1.2960320229806022
2022-01-10,Brazil,Rio de Janeiro,26.014314344772316,75.873179583503,7.4799706724048125
2022-01-10,Brazil,Brasília,21.95688278035539,50.22491584411925,2.395653826226507
2022-01-10,Brazil,Salvador,22.955161820352146,39.946267695825846,14.21748875562255
2022-01-10,Brazil,Fortaleza,23.392232007531288,49.42236572797921,14.753403779033803
2022-01-10,USA,New York,2.0229844781114767,52.729213931926466,10.20700301685926
2022-01-10,USA,Los Angeles,3.5431220779685155,59.87007179964404,18.377759704769655
2022-01-10,USA,Chicago,-0.38888777327001556,80.6845202303852,6.574527845670399
2022-01-10,USA,Houston,0.0039814938135736,35.26455932636114,12.118926328572773
2022-01-10,USA,Phoenix,4.022490545848292,69.24053066171881,17.930304029154982
2022-01-10,China,Beijing,-2.967954936293536,36.19343553844389,4.485304645634773
2022-01-10,China,Shanghai,0.8785318909162108,85.0820382302568,19.930976494536285
2022-01-10,China,Guangzhou,-4.737867779264684,86.40303395919105,7.929667339693776
2022-01-10,China,Shenzhen,-8.635224161999224,62.42429497047556,9.700257771968722
2022-01-10,China,Chengdu,-0.5419434638545368,67.05268592117929,7.4005251712433555
2022-01-11,Brazil,São Paulo,31.610846325051092,64.01679886556667,4.084920305969986
2022-01-11,Brazil,Rio de Janeiro,24.372686439791345,76.89247506314683,6.669313228519282
2022-01-11,Brazil,Brasília,33.828714734353554,62.00077805031907,7.281643212139155
2022-01-11,Brazil,Salvador,29.473787527944594,37.990046897654125,12.146386316433803
2022-01-11,Brazil,Fortaleza,27.80465454396979,48.87170171330937,12.752123947660838
2022-01-11,USA,New York,4.420582405918845,69.66882329881082,13.216162397093537
2022-01-11,USA,Los Angeles,0.4810163498935047,37.323513254254365,19.91318710029525
2022-01-11,USA,Chicago,0.10994073789855907,46.345105843360514,0.5137556273970523
2022-01-11,USA,Houston,0.169988409040994,42.54589504143251,8.129318303693385
2022-01-11,USA,Phoenix,3.828523260536988,77.97363450005841,7.288173748693801
2022-01-11,China,Beijing,-4.403129044442693,53.858486447408644,18.308659919483766
2022-01-11,China,Shanghai,9.799667466627895,42.42065385202205,10.904561522824823
2022-01-11,China,Guangzhou,7.427706169804811,48.68343997733892,9.72610380305066
2022-01-11,China,Shenzhen,1.761079901156382,76.0721973480294,15.40783463446484
2022-01-11,China,Chengdu,-8.544769796899027,60.35765414988073,7.6802367333133486
2022-01-12,Brazil,São Paulo,25.255199359056903,46.03845820865333,0.5256221735115263
2022-01-12,Brazil,Rio de Janeiro,30.77051090608164,62.96089385967987,1.1911373785135027
2022-01-12,Brazil,Brasília,22.34377112282466,80.841140920557,19.426604327225075
2022-01-12,Brazil,Salvador,29.733372608341423,44.93629083562536,15.382986902465044
2022-01-12,Brazil,Fortaleza,24.959606924399168,63.186315374869714,3.8022849083550847
2022-01-12,USA,New York,6.764897062122774,35.41653791126049,2.049168621730557
2022-01-12,USA,Los Angeles,5.12239252369487,32.95816475509974,3.916556832781448
2022-01-12,USA,Chicago,-2.4021323291801218,53.410864662518165,17.022377958630678
2022-01-12,USA,Houston,9.439689341609599,49.10316292441463,16.966568883688158
2022-01-12,USA,Phoenix,8.043967986011168,79.7442698649375,19.150096975931135
2022-01-12,China,Beijing,-9.18105309223494,36.78250770829062,16.524725109753014
2022-01-12,China,Shanghai,1.8621840146587445,49.21755832669939,15.458272044041333
2022-01-12,China,Guangzhou,-5.662454695960937,51.159688418201654,9.720772907816151
2022-01-12,China,Shenzhen,-2.688789597944057,40.48236610381906,3.5000123062019872
2022-01-12,China,Chengdu,6.160566499079849,73.29552741710262,19.444383607634382
2022-01-13,Brazil,São Paulo,31.89985727283856,40.240602963782365,19.30058138465131
2022-01-13,Brazil,Rio de Janeiro,29.006954842761616,55.016046218723616,16.444687580266226
2022-01-13,Brazil,Brasília,22.118657809475785,65.9041706900322,4.3277122831595705
2022-01-13,Brazil,Salvador,22.070589063646338,75.49378727849393,1.8215497238982725
2022-01-13,Brazil,Fortaleza,25.351625942531573,55.62747846599814,19.446813336761643
2022-01-13,USA,New York,5.521906709670025,77.99104578694372,7.753543738253104
2022-01-13,USA,Los Angeles,6.251457354883957,67.27393094854452,1.5073557584436004
2022-01-13,USA,Chicago,8.287896534939646,87.27629818926314,12.698319797413582
2022-01-13,USA,Houston,-4.298311396443061,81.6888134050841,2.5903490980079225
2022-01-13,USA,Phoenix,5.899019654799009,89.99196694273309,0.6616507891769818
2022-01-13,China,Beijing,-2.7807227310140226,49.89678743294286,14.035863378331594
2022-01-13,China,Shanghai,7.6132740734843445,64.47649218489383,15.080809241186106
2022-01-13,China,Guangzhou,-4.867320201791303,57.08427154233051,13.010354453123538
2022-01-13,China,Shenzhen,3.660478468130554,69.57515915990528,18.82465877488381
2022-01-13,China,Chengdu,-2.552411733016413,53.069220723265246,6.1714687089740305
2022-01-14,Brazil,São Paulo,21.15472320987973,75.40700165390773,2.8441200743716566
2022-01-14,Brazil,Rio de Janeiro,31.625271740093012,33.29268737019964,8.811382001992351
2022-01-14,Brazil,Brasília,23.473872044083024,68.01233326485927,10.481158596763745
2022-01-14,Brazil,Salvador,25.442795269564197,84.52452400051638,15.600606090034507
2022-01-14,Brazil,Fortaleza,20.255527454172636,55.46076339625027,16.94210620847679
2022-01-14,USA,New York,7.936674528854642,41.23220680757719,2.8260053158292164
2022-01-14,USA,Los Angeles,7.222320787421495,30.53035532259946,6.171915477423964
2022-01-14,USA,Chicago,1.8635785726877163,67.6223001293586,5.013184379422604
2022-01-14,USA,Houston,4.628976298660415,53.51713261539136,15.911712624166894
2022-01-14,USA,Phoenix,3.180956728607322,60.091052278737635,16.070359292958745
2022-01-14,China,Beijing,-2.526755505828204,36.68702572078543,11.66277191464891
2022-01-14,China,Shanghai,3.0514931753919576,56.46958919336633,0.6831985048201927
2022-01-14,China,Guangzhou,4.491210012863602,86.54667345429606,14.389657287132462
2022-01-14,China,Shenzhen,9.930380981146701,70.09442283082089,3.555224276427127
2022-01-14,China,Chengdu,6.580688415872885,72.76745772968586,12.617510915181253
2022-01-15,Brazil,São Paulo,20.754739306435997,62.8184786361132,14.436416422975938
2022-01-15,Brazil,Rio de Janeiro,33.374137510526516,36.05195206408738,14.097759124136504
2022-01-15,Brazil,Brasília,21.979447150758766,84.1826544314307,9.218206950308769
2022-01-15,Brazil,Salvador,28.104780013604348,86.99436670466129,8.827980195373744
2022-01-15,Brazil,Fortaleza,25.098871514780527,59.68707878375513,12.203062492003308
2022-01-15,USA,New York,2.7206979619987592,61.03204552953563,9.728844345729541
2022-01-15,USA,Los Angeles,7.088761866894121,60.351829186590194,9.39844020336054
2022-01-15,USA,Chicago,6.1566837702885024,42.59014137760981,15.501109603608477
2022-01-15,USA,Houston,3.313878909222524,58.644572195559334,2.167647730196718
2022-01-15,USA,Phoenix,-0.7046431015040451,68.49588753287121,6.167063633326768
2022-01-15,China,Beijing,-2.710570353778361,41.5384235747867,2.6031662917107057
2022-01-15,China,Shanghai,5.1452759094804,78.62359556633268,0.7173531151267776
2022-01-15,China,Guangzhou,-8.06650219210235,44.4745369604773,16.496769997856873
2022-01-15,China,Shenzhen,-6.7261880589613305,41.37030022952761,15.189964438938247
2022-01-15,China,Chengdu,1.6036974463053681,44.54326232250203,5.660042500415308
2022-01-16,Brazil,São Paulo,29.401882025366525,64.57154839267156,6.158634462906816
2022-01-16,Brazil,Rio de Janeiro,27.691524664082653,74.27235318988795,1.7264775547230804
2022-01-16,Brazil,Brasília,29.475019323381,64.92169981478855,13.841117893000161
2022-01-16,Brazil,Salvador,20.908920561478887,80.2882122117399,11.292473559811505
2022-01-16,Brazil,Fortaleza,25.87610046168152,62.23083396212399,5.061321215337909
2022-01-16,USA,New York,0.8983878179476985,86.82933560812397,0.5306554100069838
2022-01-16,USA,Los Angeles,1.578722284516986,37.54782861587975,12.375412202372884
2022-01-16,USA,Chicago,7.609647464823521,30.57255526738,10.859332746694044
2022-01-16,USA,Houston,9.883336800931199,68.84022227878728,7.883902428662923
2022-01-16,USA,Phoenix,-0.34535529387984454,33.50257461390712,8.317359510337411
2022-01-16,China,Beijing,-8.77105677058327,69.66806445149173,9.906473928307895
2022-01-16,China,Shanghai,1.1496436117736444,57.897951886996154,18.074245832366987
2022-01-16,China,Guangzhou,6.411572530296549,34.33476877901594,5.174885555463449
2022-01-16,China,Shenzhen,-8.600008759188535,63.29576086547066,15.020685745100796
2022-01-16,China,Chengdu,1.7106290157045159,48.78073671788663,12.782967239243924
2022-01-17,Brazil,São Paulo,23.53678765309845,32.49283835877431,14.183543617003448
2022-01-17,Brazil,Rio de Janeiro,31.76902237563208,59.98180860461288,15.865263221020252
2022-01-17,Brazil,Brasília,20.07331437810467,77.61610584281752,19.74504177671317
2022-01-17,Brazil,Salvador,26.640130257898814,75.2533303607178,5.286561146187905
2022-01-17,Brazil,Fortaleza,29.333647891391998,86.93089548671404,5.635326051154806
2022-01-17,USA,New York,3.2116802626832968,32.158165469949374,9.066714165726346
2022-01-17,USA,Los Angeles,-4.595895928109872,54.65175771880334,19.321599396076937
2022-01-17,USA,Chicago,2.9333223923278258,57.36269503522069,10.631930514520553
2022-01-17,USA,Houston,-0.305550373229865,59.548772403620305,8.400260393504539
2022-01-17,USA,Phoenix,3.7660306170510083,69.54465869594937,16.0308203628903
2022-01-17,China,Beijing,-3.7173408745387633,47.41585054493977,9.776365355932711
2022-01-17,China,Shanghai,-3.4173604644257605,47.754715147575986,12.44820373326691
2022-01-17,China,Guangzhou,1.160425046743761,61.72282048186719,11.017551587362881
2022-01-17,China,Shenzhen,-5.985052089129259,69.07549686258932,14.963022182922028
2022-01-17,China,Chengdu,-9.48021544065323,67.63929325756584,19.21842818282822
2022-01-18,Brazil,São Paulo,31.42532637293384,51.63610840736557,2.284127940212668
2022-01-18,Brazil,Rio de Janeiro,24.755689974812576,58.49884088515729,3.6848901045346305
2022-01-18,Brazil,Brasília,26.88401172044533,85.441819460408,4.786021084596845
2022-01-18,Brazil,Salvador,23.247854034203577,87.48878894011489,14.235745986491079
2022-01-18,Brazil,Fortaleza,32.342627955546554,62.3340913648262,9.736304669700592
2022-01-18,USA,New York,-2.1581010146453083,67.2196633265044,7.631907582550459
2022-01-18,USA,Los Angeles,9.718754467452406,77.63765729272234,10.006142780980687
2022-01-18,USA,Chicago,-2.2028566225655464,89.0592259298302,14.000252862636444
2022-01-18,USA,Houston,0.6737205755396332,63.829985076944396,6.490938659638128
2022-01-18,USA,Phoenix,-4.640261269655735,79.36862844273531,4.3567726821236175
2022-01-18,China,Beijing,-9.278087821089631,46.124379211645504,2.5930237255594513
2022-01-18,China,Shanghai,1.1204319693979627,40.06239859952908,2.672530155196069
2022-01-18,China,Guangzhou,-5.395380265803118,75.66422998547898,1.8584056320679188
2022-01-18,China,Shenzhen,6.8838088859503515,69.98885605716707,13.79332145378566
2022-01-18,China,Chengdu,-8.377645406795157,52.04599075538333,13.37231047747368
2022-01-19,Brazil,São Paulo,31.353145137298515,60.93050615276918,2.9059943415537837
2022-01-19,Brazil,Rio de Janeiro,32.62816173644188,45.976149942788595,1.889176120510072
2022-01-19,Brazil,Brasília,34.617420040514375,47.82720019281666,3.1240729025876823
2022-01-19,Brazil,Salvador,21.236605177886116,61.523287834057015,4.041974676403887
2022-01-19,Brazil,Fortaleza,30.32459862664873,64.07453575042885,14.319191924292813
2022-01-19,USA,New York,3.8960003098839113,70.67772584605227,6.149015482928073
2022-01-19,USA,Los Angeles,7.483065651954261,60.62395990457223,3.5182088235354003
2022-01-19,USA,Chicago,9.910821725096474,32.3248125006945,8.07927568693129
2022-01-19,USA,Houston,-2.6538719462620186,41.026629704888734,4.715098590364555
2022-01-19,USA,Phoenix,-4.472513145093323,43.04365317506098,0.2037233558766971
2022-01-19,China,Beijing,3.366297270133362,49.12591268036394,19.16853060164377
2022-01-19,China,Shanghai,5.863800255415422,73.10919815379955,9.244832699269033
2022-01-19,China,Guangzhou,6.811653447414081,51.348754478072145,13.172954868569292
2022-01-19,China,Shenzhen,4.846875541854134,41.90529499711576,18.74377123798136
2022-01-19,China,Chengdu,3.167115819396498,85.85591138017782,7.0310131283399535
2022-01-20,Brazil,São Paulo,20.98723087324663,51.19324160290568,12.672257343827756
2022-01-20,Brazil,Rio de Janeiro,28.32736252815056,65.94379849056773,19.27502261112068
2022-01-20,Brazil,Brasília,29.984242586676444,32.413409609616366,5.686671881421526
2022-01-20,Brazil,Salvador,25.67746654570112,34.66311764966429,8.050179678755647
2022-01-20,Brazil,Fortaleza,21.29824641551459,55.868424185737105,5.460108040609956
2022-01-20,USA,New York,-4.014457659900518,74.79990846605207,0.8654308066839667
2022-01-20,USA,Los Angeles,4.515237066139484,70.74929346454681,11.433664289853986
2022-01-20,USA,Chicago,0.7831461990833617,61.474079644987214,19.915943797499928
2022-01-20,USA,Houston,-3.2354387881944784,68.85358914423767,12.439694094162554
2022-01-20,USA,Phoenix,1.1542690738135901,45.541534596728496,14.61976173804336
2022-01-20,China,Beijing,-8.65765340093105,62.15580549050728,2.02155002214085
2022-01-20,China,Shanghai,-0.14343794876395144,83.26987064601468,11.203665122669491
2022-01-20,China,Guangzhou,4.110654161818516,49.158113017145,0.06058765789412224
2022-01-20,China,Shenzhen,-8.623209285691884,85.21980451499957,12.434115124638943
2022-01-20,China,Chengdu,0.9178012120601782,47.22579393011699,13.57708958141657
2022-01-21,Brazil,São Paulo,22.985486239822716,36.68778533083828,7.876925236921588
2022-01-21,Brazil,Rio de Janeiro,29.48178133814617,54.11227862512571,19.707225514504202
2022-01-21,Brazil,Brasília,32.60074469924727,50.67487758277814,17.31296184830613
2022-01-21,Brazil,Salvador,25.27147740350559,50.58047559022154,2.0470674912575704
2022-01-21,Brazil,Fortaleza,20.596404431480934,38.1923270523746,19.847830622876163
2022-01-21,USA,New York,0.8737229644054763,60.51267329258025,7.932403572615656
2022-01-21,USA,Los Angeles,9.12248402912195,62.11399794220811,16.195869182952464
2022-01-21,USA,Chicago,2.8168062539670062,88.18507622088092,9.939492566575986
2022-01-21,USA,Houston,-2.8261874961305926,52.76005245077118,8.989080761411095
2022-01-21,USA,Phoenix,0.7450647745676946,80.39221404599502,7.812698062367169
2022-01-21,China,Beijing,3.590472639715683,55.48267906760693,2.4926713803470157
2022-01-21,China,Shanghai,-4.203081216902731,64.08195799243141,17.7096325905066
2022-01-21,China,Guangzhou,4.621723688757918,84.27509617015832,4.480635244458229
2022-01-21,China,Shenzhen,-5.827578119691291,46.54150979816783,17.9957769924079
2022-01-21,China,Chengdu,-2.111570256574411,74.26381749921573,1.2550240909112764
2022-01-22,Brazil,São Paulo,28.864252305265353,68.63730017096549,11.611570484231596
2022-01-22,Brazil,Rio de Janeiro,26.04013889789021,88.8382019395446,6.240024410732143
2022-01-22,Brazil,Brasília,22.498776582339644,37.69121332766046,14.66073155371709
2022-01-22,Brazil,Salvador,30.952326316009014,61.94516639488112,19.553022577628475
2022-01-22,Brazil,Fortaleza,26.48136057670547,60.982856807139704,7.293031917868589
2022-01-22,USA,New York,3.5157776004358183,74.68466260788351,19.965626364135243
2022-01-22,USA,Los Angeles,3.4685815748341042,86.88983089522938,7.79892377954547
2022-01-22,USA,Chicago,0.6697004807189257,45.34506830850617,7.723567867520416
2022-01-22,USA,Houston,2.3754600323147876,79.57728587062294,15.50735701181244
2022-01-22,USA,Phoenix,-3.6435351056919947,44.54122245102563,17.672119266221355
2022-01-22,China,Beijing,-7.768479329935413,41.39881506739155,15.241849209643856
2022-01-22,China,Shanghai,4.743802913871129,39.88922323850287,4.408227208962039
2022-01-22,China,Guangzhou,6.560781917400266,81.21374354518699,16.936238004634777
2022-01-22,China,Shenzhen,9.85953121671685,46.05647717104036,17.746595042584417
2022-01-22,China,Chengdu,4.034309994965371,86.6732664632647,15.09385226712477
2022-01-23,Brazil,São Paulo,25.621473365640547,78.08374916060525,8.343644641037486
2022-01-23,Brazil,Rio de Janeiro,29.257130313078346,37.847722744643555,0.13526040066459188
2022-01-23,Brazil,Brasília,23.06158945389373,84.96341345917726,4.013972625568803
2022-01-23,Brazil,Salvador,34.04481243099764,86.67162982533792,18.607838960299592
2022-01-23,Brazil,Fortaleza,26.257022346254338,37.697431035462,0.9696648328387436
2022-01-23,USA,New York,3.8267825233772452,59.1271277367183,6.7139493936349375
2022-01-23,USA,Los Angeles,5.542384093845287,78.4915895410694,15.89888526971206
2022-01-23,USA,Chicago,4.7422969306124365,30.82245317077891,9.565018729342352
2022-01-23,USA,Houston,9.122055172880632,59.420785619637144,6.14957744787197
2022-01-23,USA,Phoenix,-0.2678002898281555,84.25011972649074,16.753068829042064
